,userid,following
110,110,"[253, 607, 402, 640, 526, 166, 3110, 670, 3663, 555, 432, 303, 30, 4565, 292, 886, 88, 1185, 83, 388, 6, 3743, 3308, 268, 2357, 291, 321, 115, 2221, 3273, 1548, 3311, 2331, 501, 208, 493, 179, 302, 571, 4271, 197, 1199, 4188, 248, 165, 3964, 3872, 249, 367, 973, 231, 483, 2237, 3867, 656, 522, 3141, 3469, 276, 207, 43, 2323, 211, 46, 6818, 413, 645, 5105, 33, 199, 287, 244, 510, 4400, 308, 3481, 691, 417, 1072, 589, 2278, 309, 391, 3832, 676, 2216, 4727, 76, 507, 2290, 3278, 549, 2368, 594, 3847, 2274, 554, 695, 426, 3146, 2289, 3824, 121, 3462, 129, 3601, 422, 561]"
111,111,"[253, 3985, 645, 201]"
112,112,[]
113,113,[2298]
114,114,[]
115,115,"[601, 3148, 253, 3995, 526, 5128, 128, 607, 146, 555, 346, 378, 4197, 3986, 2357, 506, 201, 255, 402, 2302, 3984, 432, 183, 88, 2331, 3480, 364, 358, 3311, 184, 4583, 690, 249, 367, 4505, 4267, 3141, 501, 493, 179, 343, 208, 4277, 165, 3868, 645, 3867, 616, 4742, 322, 276, 3830, 675, 207, 404, 301, 33, 522, 244, 2216, 251, 287, 589, 417, 2286, 219, 4005, 3107, 308, 254, 3105, 512, 594, 349, 507, 495, 419, 549, 281, 283, 391, 2289, 630, 3462, 2274, 586, 369, 129, 2206, 422, 2333, 3146, 3985, 353, 612]"
116,116,[]
117,117,[]
118,118,[]
119,119,"[253, 3276, 308, 217, 2289, 4272, 4277, 645, 630, 292, 589, 594, 612, 561, 129]"
120,120,[]
121,121,"[670, 3157, 3763, 302, 526, 328, 4235, 4188, 607, 402, 358, 3826, 5128, 432, 115, 196, 497, 3758, 4271, 3276, 4249, 404, 343, 4505, 4213, 4203, 4277, 5149, 631, 208, 231, 270, 4275, 207, 589, 2279, 549, 33, 2216, 371, 5306, 594, 4004, 308, 3997, 507, 3146, 674, 391, 363, 3462, 586, 3754, 3278, 5082, 4720, 72, 129, 456, 612, 561]"
122,122,"[4641, 2289, 90, 244, 3463, 165, 3306, 4399, 4951]"
123,123,[]
124,124,"[253, 3872]"
125,125,[]
126,126,"[253, 432, 3311, 4249, 3480, 5128, 3308, 3309, 669, 514, 3157, 115, 4752, 62, 674, 2286, 2282, 121, 3278, 417, 3138, 3146, 561, 308, 281, 2367]"
127,127,[1262]
128,128,"[253, 432, 507, 691, 249, 3469, 612, 402, 165, 2289]"
129,129,[]
130,130,[3146]
131,131,[]
132,132,[]
133,133,[]
134,134,[]
135,135,"[253, 432]"
136,136,"[253, 604, 2289]"
137,137,"[686, 2390, 253, 1097, 596, 346, 2319, 827, 256, 886, 2255, 237, 867, 367, 2522, 321, 2259, 252, 323, 320, 425, 466, 495, 136, 191, 363]"
138,138,"[253, 2289, 645, 432, 4271]"
139,139,"[91, 432, 253, 256, 526, 179, 2289]"
140,140,"[253, 88, 4271, 3867, 391, 4505, 2289, 244, 208, 4005, 121, 3462, 2367, 586]"
141,141,[]
142,142,"[413, 391]"
143,143,[]
144,144,[]
145,145,[]
146,146,"[253, 677, 183, 3856, 432, 640, 201, 4053, 164, 3965, 262, 645, 501, 408, 115, 155, 270, 2533, 3763, 208, 368, 3867, 2289, 595, 630, 308, 594, 322, 2421, 4009, 612, 3146, 561, 311, 586]"
147,147,"[5335, 4494, 391, 2274, 432, 2289, 352, 2025, 270, 630, 3867, 594]"
148,148,[856]
149,149,[2289]
150,150,[]
151,151,[]
152,152,[1364]
153,153,"[1199, 468, 208, 165]"
154,154,[]
155,155,[]
156,156,"[2222, 3985]"
157,157,[]
158,158,[]
159,159,[]
160,160,[]
161,161,[]
162,162,"[3160, 5076, 3308, 302, 101, 607, 543, 1534, 665, 328, 88, 3311, 2268, 432, 434, 3318, 208, 2239, 736, 856, 676, 391, 512, 143, 33, 2216, 1287, 3824, 62, 454, 3155, 2289, 2295, 632, 589, 308, 281, 1052, 442, 2274, 426, 9, 3278, 2333, 443]"
163,163,[]
164,164,"[175, 640, 858, 3995, 2284, 2223, 670, 256, 91, 989, 526, 603, 5128, 356, 146, 303, 378, 919, 3849, 234, 555, 5304, 2319, 1405, 3157, 519, 402, 2280, 505, 4197, 201, 3975, 279, 4053, 2275, 2266, 181, 183, 2357, 260, 3984, 80, 2533, 359, 375, 2341, 4950, 250, 646, 3888, 115, 204, 4200, 678, 262, 2224, 501, 4277, 3144, 208, 493, 249, 4271, 379, 282, 179, 3872, 405, 3161, 4267, 3141, 3868, 3844, 368, 3469, 404, 461, 270, 280, 143, 3475, 3867, 264, 645, 957, 187, 4203, 675, 217, 4742, 626, 202, 2330, 207, 595, 199, 510, 413, 425, 2282, 244, 2490, 2216, 391, 2308, 429, 4951, 371, 241, 308, 5141, 254, 2421, 92, 594, 212, 630, 3146, 2289, 495, 3105, 591, 365, 369, 3113, 2367, 3985, 586, 86, 467, 311, 129, 561, 489, 456]"
165,165,"[122, 640, 670, 687, 253, 3995, 4609, 2579, 334, 128, 4487, 5320, 44, 267, 5128, 3157, 3296, 788, 201, 6, 88, 30, 3986, 110, 183, 3743, 4565, 3549, 2252, 2357, 634, 4692, 153, 4502, 4194, 5301, 291, 4583, 83, 115, 3273, 3308, 189, 3311, 55, 17, 56, 692, 4505, 239, 501, 4271, 885, 49, 3547, 2224, 493, 3276, 690, 3272, 3307, 585, 197, 3179, 179, 2239, 669, 101, 2292, 645, 528, 3596, 3844, 2233, 2237, 368, 3469, 3867, 610, 3466, 675, 539, 462, 33, 2586, 4742, 43, 46, 525, 301, 632, 222, 454, 589, 417, 3980, 2282, 347, 308, 3153, 3154, 681, 309, 254, 3996, 244, 2216, 25, 560, 391, 3277, 495, 479, 2308, 2289, 630, 4707, 10, 507, 512, 2295, 3075, 967, 715, 694, 594, 3146, 3278, 3140, 3462, 3985, 451, 567, 5767, 2274, 586, 3754, 419, 86, 3114, 2206, 2333, 456]"
166,166,[]
167,167,[]
168,168,[]
169,169,[]
170,170,[]
171,171,"[253, 645, 2289, 3867, 432, 391]"
172,172,[]
173,173,"[594, 432, 285, 683]"
174,174,[253]
175,175,"[253, 234, 2280, 164, 201, 919, 432, 3273, 4188, 645, 2341, 262, 3844, 4771, 2330, 244, 589, 2308, 594, 3277, 202, 308, 2289, 2274, 612, 561]"
176,176,"[253, 432, 612]"
177,177,[645]
178,178,"[2207, 1399, 3157, 2305, 624, 2286, 3825, 417]"
179,179,"[214, 670, 253, 3995, 845, 346, 526, 378, 4192, 604, 157, 1405, 432, 3849, 4197, 201, 234, 402, 110, 5190, 4041, 2357, 88, 2260, 375, 115, 4200, 4017, 189, 400, 5301, 184, 2224, 428, 249, 418, 165, 262, 208, 4505, 282, 497, 4271, 608, 3276, 3872, 509, 528, 645, 654, 3867, 270, 2292, 516, 631, 202, 4203, 322, 2330, 595, 301, 421, 244, 33, 3323, 589, 226, 289, 2222, 2216, 2305, 170, 313, 309, 391, 241, 433, 495, 429, 1254, 5141, 308, 2265, 2289, 594, 507, 149, 121, 3985, 422, 212, 3146, 311, 612, 203, 2367, 3115, 586, 3754]"
180,180,[]
181,181,"[253, 919, 164, 201, 646, 3276, 346, 432, 262, 208, 645, 217, 2289, 630, 561, 594, 254]"
182,182,"[253, 2289, 208, 586, 612]"
183,183,"[253, 640, 526, 356, 647, 3769, 4296, 146, 378, 164, 5128, 506, 432, 2492, 4294, 604, 6783, 271, 229, 201, 2312, 172, 3477, 2460, 643, 115, 3318, 184, 400, 678, 373, 5301, 102, 4060, 4188, 690, 501, 367, 3117, 709, 208, 165, 249, 418, 4271, 262, 248, 3144, 379, 4564, 179, 3982, 3276, 3161, 155, 394, 3872, 483, 408, 362, 645, 404, 2253, 310, 509, 143, 3469, 631, 202, 207, 713, 615, 322, 595, 4203, 4393, 4250, 2286, 244, 522, 2207, 4514, 2334, 2305, 589, 3983, 674, 2282, 2521, 488, 219, 391, 676, 313, 308, 5065, 251, 2279, 2490, 3472, 178, 2265, 693, 2289, 507, 3108, 5228, 2368, 2438, 3105, 594, 4204, 5141, 212, 3146, 86, 3985, 169, 3972, 2367, 3485, 612, 414, 4205, 561, 642]"
184,184,"[253, 2321, 432, 4197, 2357, 375, 526, 201, 194, 179, 345, 262, 3141, 4277, 197, 645, 244, 3105, 1108, 326, 391, 2289, 594]"
185,185,[]
186,186,[]
187,187,"[253, 157, 164, 432, 165, 521, 640, 201, 645, 244, 1405, 2289, 2206, 1984, 311, 594, 212]"
188,188,[]
189,189,[2354]
190,190,[]
191,191,"[535, 234, 432, 268, 640, 858, 166, 253, 690, 281, 262, 309, 391, 630, 238, 3980, 2289, 594, 286, 212, 129, 311, 612]"
192,192,[]
193,193,"[3141, 522, 645, 72, 348, 201, 3276, 207]"
194,194,[]
195,195,[]
196,196,"[262, 310, 241, 434, 88, 2312, 495, 358, 101, 2330, 594, 3462]"
197,197,"[4280, 2332, 473, 562, 253, 555, 346, 607, 3102, 601, 3967, 526, 336, 166, 432, 505, 328, 402, 506, 201, 164, 4565, 3110, 2735, 827, 2275, 80, 3480, 110, 88, 653, 2357, 3308, 2288, 2266, 4279, 75, 115, 643, 85, 184, 114, 678, 2565, 302, 646, 3311, 3318, 2363, 400, 566, 2259, 194, 249, 208, 500, 262, 4277, 4271, 3307, 690, 497, 367, 2224, 165, 680, 5585, 493, 282, 94, 2239, 209, 179, 2548, 231, 3872, 3141, 645, 3276, 4268, 3469, 409, 528, 276, 462, 4203, 270, 280, 320, 631, 3475, 3867, 187, 3471, 3873, 957, 62, 4748, 322, 202, 454, 510, 290, 337, 2282, 691, 616, 33, 287, 4719, 522, 2286, 589, 417, 547, 2289, 2278, 308, 241, 507, 391, 363, 4400, 2514, 457, 4394, 630, 5303, 286, 410, 3146, 495, 594, 121, 3462, 107, 2367, 426, 86, 673, 72, 451, 129, 3156, 3142, 612, 311, 188, 586, 3754, 3278, 3115, 460, 5082, 317, 456, 561]"
198,198,[]
199,199,"[432, 253, 303, 262, 589, 645, 746, 164, 308, 3997, 410, 479, 594, 3320, 612]"
200,200,[]
201,201,"[253, 91, 3995, 303, 346, 640, 256, 4272, 146, 3849, 679, 173, 234, 328, 555, 411, 164, 5128, 3157, 4197, 519, 506, 402, 432, 2280, 2302, 183, 505, 397, 2275, 4506, 2357, 181, 242, 2288, 260, 2270, 193, 4053, 255, 220, 5190, 1195, 937, 316, 2225, 653, 69, 3984, 176, 2341, 590, 646, 154, 271, 359, 115, 2255, 196, 678, 184, 3845, 5301, 4200, 4276, 239, 2291, 485, 262, 500, 668, 102, 4500, 453, 182, 2235, 248, 418, 208, 165, 237, 266, 4271, 4295, 367, 3117, 2224, 493, 450, 692, 3144, 379, 898, 2269, 282, 2271, 197, 394, 700, 135, 210, 48, 252, 278, 4213, 179, 3844, 405, 1210, 126, 3872, 368, 318, 323, 362, 645, 310, 270, 408, 2227, 280, 409, 509, 494, 3867, 177, 602, 404, 539, 2248, 4399, 264, 276, 1031, 2249, 187, 3466, 4742, 2285, 4203, 525, 615, 322, 202, 616, 626, 2330, 3999, 675, 631, 138, 2219, 207, 4499, 217, 424, 240, 595, 421, 4185, 5345, 33, 522, 599, 43, 2207, 425, 4514, 4270, 2222, 136, 2286, 484, 674, 3323, 287, 11, 521, 2282, 2334, 2342, 510, 3996, 244, 683, 347, 2490, 313, 406, 429, 289, 238, 2272, 254, 5141, 308, 391, 2308, 1645, 2279, 241, 4403, 495, 212, 369, 2289, 3108, 365, 2367, 630, 594, 89, 3146, 86, 3985, 4199, 353, 661, 311, 2350, 467, 312, 3114, 3972, 422, 2206, 586, 612, 2277, 2364, 561, 489]"
202,202,"[535, 175, 858, 253, 640, 652, 3995, 2284, 1107, 303, 91, 28, 3531, 607, 3849, 234, 356, 687, 174, 267, 2500, 555, 3102, 328, 604, 411, 3157, 5304, 679, 506, 2492, 164, 402, 432, 505, 201, 2357, 3984, 271, 319, 359, 4200, 184, 690, 3318, 4269, 249, 917, 373, 302, 262, 501, 493, 197, 3758, 4277, 3276, 4201, 692, 3982, 208, 282, 179, 3872, 645, 602, 528, 143, 3141, 280, 494, 404, 4203, 322, 522, 2285, 4250, 2300, 421, 33, 683, 510, 313, 429, 391, 244, 2216, 2279, 2265, 2289, 2308, 3105, 532, 3988, 504, 507, 594, 121, 467, 3146, 3462, 661, 353, 5082, 489, 2277, 612, 561]"
203,203,[3477]
204,204,[461]
205,205,[]
206,206,[]
207,207,"[328, 506, 4188, 253, 432, 605, 201, 645, 4191, 474, 594, 612, 622, 693, 308, 2289, 3146, 507]"
208,208,"[306, 2263, 214, 14, 535, 253, 619, 2358, 4651, 26, 858, 652, 1675, 640, 346, 670, 601, 644, 926, 473, 2332, 3479, 582, 123, 542, 6830, 526, 613, 259, 44, 91, 2501, 2223, 3327, 356, 430, 146, 267, 687, 4011, 3857, 607, 378, 4296, 578, 3849, 4192, 679, 3482, 555, 3157, 336, 164, 1191, 2319, 506, 3102, 295, 2372, 432, 677, 519, 4294, 105, 402, 157, 2280, 3319, 201, 4718, 4506, 2354, 3975, 2218, 2258, 181, 2302, 110, 4503, 397, 2252, 183, 2275, 3963, 2357, 3125, 4913, 260, 2270, 543, 88, 1112, 1195, 4028, 4509, 80, 220, 3743, 624, 559, 3158, 2260, 937, 689, 3315, 597, 4279, 2226, 2317, 3480, 653, 2312, 3313, 393, 434, 3539, 3308, 2418, 358, 590, 359, 223, 3973, 229, 250, 83, 1170, 114, 2352, 5118, 3, 384, 3978, 658, 189, 153, 2519, 400, 818, 3888, 115, 1516, 373, 3311, 3962, 643, 566, 285, 2331, 305, 196, 4500, 4188, 381, 364, 302, 2259, 81, 500, 690, 249, 1513, 182, 2235, 262, 497, 3758, 571, 367, 315, 684, 1110, 501, 3473, 248, 709, 4277, 418, 165, 5229, 4295, 266, 4505, 493, 1093, 1045, 3144, 338, 3467, 692, 5300, 3740, 2208, 2336, 1361, 3276, 3186, 4752, 2269, 4267, 1502, 3964, 1198, 101, 231, 2355, 3161, 931, 94, 235, 179, 2313, 3844, 1066, 884, 544, 368, 5201, 3872, 2239, 362, 483, 3869, 324, 901, 478, 574, 4010, 645, 714, 685, 58, 310, 408, 270, 509, 392, 465, 3469, 669, 404, 528, 539, 320, 3867, 4399, 957, 3606, 2248, 461, 4255, 2287, 187, 462, 3316, 2212, 5021, 3466, 3333, 3295, 109, 62, 2596, 2285, 3471, 382, 615, 626, 322, 4203, 631, 4401, 2330, 632, 217, 207, 675, 616, 713, 4393, 2300, 5345, 202, 4275, 595, 4518, 482, 2551, 421, 4398, 3173, 4499, 33, 290, 284, 2327, 522, 697, 916, 413, 2307, 4520, 222, 454, 2207, 2220, 2222, 2305, 3153, 2342, 3340, 2286, 514, 3832, 244, 674, 11, 61, 3481, 589, 572, 459, 865, 2278, 641, 510, 5143, 185, 4719, 163, 4302, 45, 2216, 156, 712, 313, 417, 309, 406, 5065, 4310, 15, 178, 307, 3980, 2349, 251, 429, 5307, 339, 547, 308, 254, 3263, 371, 2256, 4964, 139, 391, 3997, 2308, 241, 2279, 4967, 3988, 416, 3111, 4253, 3138, 2265, 4006, 549, 468, 474, 3277, 2289, 663, 4394, 5141, 4193, 5228, 1005, 281, 512, 2371, 32, 4717, 479, 630, 3824, 2245, 507, 579, 495, 149, 3108, 4297, 594, 591, 5093, 286, 5195, 3320, 212, 426, 121, 3462, 333, 169, 2290, 369, 410, 3146, 2262, 2367, 2431, 72, 3985, 661, 311, 344, 3278, 3463, 4207, 443, 2274, 4199, 4949, 104, 3152, 2486, 353, 312, 3115, 4634, 460, 586, 129, 5140, 348, 5094, 2325, 140, 456, 567, 3754, 317, 561, 612, 2206, 941, 4288, 2594, 489, 642, 4760, 2364, 5223]"
209,209,[231]
210,210,"[253, 3995, 367, 201]"
211,211,[]
212,212,"[253, 601, 919, 3762, 259, 4196, 329, 607, 164, 1405, 677, 432, 183, 402, 604, 4206, 2343, 201, 88, 2341, 189, 624, 1027, 678, 358, 3764, 373, 4188, 690, 501, 3117, 2221, 684, 208, 184, 249, 367, 3307, 4276, 262, 368, 282, 231, 179, 3276, 2870, 3872, 3141, 645, 528, 276, 280, 301, 3316, 631, 322, 4051, 187, 33, 482, 522, 4260, 616, 595, 599, 372, 5124, 244, 429, 241, 589, 2216, 507, 676, 5247, 3277, 281, 39, 254, 2289, 630, 495, 594, 479, 191, 121, 3146, 311, 1037, 561, 317, 2594, 129]"
213,213,[3115]
214,214,[]
215,215,[]
216,216,[549]
217,217,"[253, 617, 430, 234, 356, 919, 1458, 267, 3528, 259, 607, 164, 432, 201, 411, 206, 181, 679, 4397, 402, 375, 189, 154, 590, 400, 680, 501, 3117, 2432, 684, 4016, 692, 182, 249, 367, 208, 262, 48, 645, 362, 3982, 273, 368, 409, 2548, 509, 3475, 276, 4203, 626, 528, 322, 3867, 264, 2228, 616, 631, 2300, 2220, 683, 313, 4185, 3497, 2282, 170, 522, 244, 517, 103, 391, 281, 3151, 241, 2289, 363, 283, 251, 119, 3105, 504, 507, 286, 365, 3146, 312, 3985, 86, 311, 3115, 288, 612, 348]"
218,218,"[580, 661]"
219,219,[]
220,220,"[2263, 98, 607, 679, 3315, 253, 432, 201, 400, 4268, 615, 522, 645, 322, 208, 308, 282, 2285, 595, 4187, 74, 2289, 594, 2308, 507, 3146, 119, 630, 3985, 612, 495, 561]"
221,221,[]
222,222,"[256, 3157, 402, 5294, 253, 328, 432, 79, 526, 604, 128, 607, 3984, 115, 132, 4271, 285, 249, 165, 645, 3318, 4277, 4505, 310, 500, 208, 3276, 3141, 280, 3867, 33, 510, 320, 522, 244, 2216, 143, 4203, 589, 417, 4270, 676, 429, 308, 507, 594, 3278, 612, 391, 630, 456, 3462, 352, 2289, 495, 86, 95]"
223,223,"[193, 443, 2552, 2289, 3278]"
224,224,[]
225,225,[]
226,226,[]
227,227,[645]
228,228,[]
229,229,[]
230,230,[]
231,231,"[340, 267, 402, 670, 607, 328, 253, 432, 526, 3102, 3308, 88, 4913, 2357, 302, 4277, 249, 282, 3872, 645, 262, 208, 3276, 483, 501, 3307, 528, 3867, 143, 454, 276, 62, 2207, 589, 320, 33, 676, 2216, 511, 241, 3277, 391, 2265, 2289, 2279, 507, 2349, 4964, 4394, 630, 594, 2367, 612, 212, 3146, 86, 317, 3462, 5082, 561, 121, 369, 3278, 1197]"
232,232,[]
233,233,[]
234,234,"[175, 640, 535, 526, 607, 253, 201, 2533, 604, 164, 432, 316, 359, 364, 500, 501, 179, 208, 182, 645, 202, 262, 282, 3867, 616, 217, 244, 2289, 308, 365, 207, 594, 3146, 586, 522, 391, 129, 612]"
235,235,"[253, 206, 208, 1468, 556, 88, 28, 278, 631, 589, 606, 262, 676, 507, 612, 254, 630, 3146, 456, 387, 561, 2289, 594]"
236,236,[]
237,237,"[253, 114, 391, 402, 2289, 607, 432, 262, 630, 2334, 594]"
238,238,"[253, 432, 201, 262, 919, 2289, 5093, 561]"
239,239,"[1214, 4271, 165, 2289, 3156, 3315, 249]"
240,240,"[253, 432, 626, 2289, 495, 3119, 3259]"
241,241,"[306, 3995, 340, 2263, 253, 128, 535, 214, 601, 670, 475, 607, 473, 526, 2223, 356, 44, 267, 687, 378, 4272, 234, 430, 555, 4192, 919, 63, 3157, 934, 578, 3102, 499, 2372, 336, 679, 166, 105, 328, 411, 164, 506, 677, 292, 2218, 402, 206, 682, 432, 3986, 2343, 3975, 2302, 2357, 3963, 183, 260, 88, 201, 624, 4279, 3116, 3984, 3158, 5148, 2418, 4532, 359, 114, 2312, 590, 321, 653, 646, 3311, 115, 400, 678, 189, 917, 350, 285, 268, 364, 3763, 373, 643, 4060, 3962, 3318, 196, 184, 4188, 239, 3826, 690, 302, 453, 668, 500, 2235, 249, 497, 367, 625, 501, 3117, 3758, 248, 418, 692, 262, 4277, 90, 4271, 4505, 2451, 5229, 208, 165, 493, 379, 282, 394, 101, 231, 4267, 4213, 3872, 3141, 252, 179, 3844, 483, 574, 4268, 368, 1106, 2322, 409, 509, 494, 310, 527, 4010, 3121, 270, 3475, 404, 645, 2227, 602, 528, 280, 3867, 320, 143, 3316, 109, 276, 462, 675, 202, 2285, 631, 4203, 322, 2300, 595, 421, 616, 4275, 4499, 33, 217, 207, 522, 713, 284, 551, 287, 3983, 413, 556, 674, 222, 2305, 2222, 454, 2307, 2286, 2342, 691, 244, 676, 347, 683, 4187, 572, 2282, 589, 510, 313, 417, 429, 406, 547, 2216, 274, 308, 2279, 490, 251, 3988, 3871, 391, 834, 254, 139, 3277, 549, 2289, 523, 504, 4403, 5228, 3111, 5141, 326, 2265, 4394, 554, 3105, 512, 594, 507, 92, 495, 107, 1433, 630, 149, 5093, 3320, 4297, 121, 3146, 212, 2367, 2254, 426, 3864, 3462, 2373, 4204, 86, 3985, 3156, 311, 312, 3119, 353, 661, 3115, 352, 288, 3113, 612, 47, 2277, 586, 3972, 2206, 456, 5082, 129, 3992, 561, 325, 4760, 2594]"
242,242,"[253, 432, 2289]"
243,243,"[253, 165, 3867, 645, 586, 668]"
244,244,"[4280, 647, 601, 3995, 1335, 845, 997, 346, 253, 640, 378, 5128, 3157, 2351, 499, 356, 234, 267, 919, 555, 166, 677, 292, 3109, 3110, 4008, 1405, 402, 4197, 164, 682, 598, 201, 396, 3986, 110, 2354, 3975, 4503, 2266, 2280, 2523, 5190, 88, 5125, 689, 1195, 624, 3315, 68, 998, 2318, 2664, 3480, 3308, 23, 189, 213, 154, 384, 115, 3764, 366, 3311, 4200, 4269, 453, 249, 364, 262, 4046, 500, 184, 3826, 4277, 208, 165, 2224, 4505, 2336, 3117, 3307, 493, 282, 231, 5097, 4213, 3964, 179, 3872, 258, 3844, 478, 270, 2239, 362, 645, 516, 386, 3749, 509, 602, 280, 320, 4486, 527, 404, 3867, 480, 3475, 528, 143, 187, 3466, 631, 322, 672, 4742, 3999, 675, 4393, 207, 421, 202, 2300, 595, 33, 3753, 4185, 5345, 4499, 4398, 4275, 492, 2307, 3832, 916, 454, 2334, 413, 2286, 510, 2207, 287, 691, 5143, 417, 517, 547, 251, 2216, 307, 5307, 1072, 2278, 4400, 406, 308, 4951, 1254, 433, 2308, 2265, 523, 560, 3988, 693, 504, 696, 507, 363, 5303, 107, 5093, 630, 2371, 594, 149, 3824, 479, 3108, 495, 4204, 212, 4952, 426, 3462, 86, 169, 369, 3278, 3146, 2367, 414, 3485, 586, 3115, 3113, 3751, 3985, 5094, 312, 288, 612, 140, 4288, 401, 3754, 456, 561]"
245,245,[432]
246,246,[814]
247,247,[]
248,248,"[253, 4895, 473, 208, 258, 2328, 183, 4728, 440, 252, 3466, 391, 413, 2289, 630]"
249,249,"[175, 340, 1856, 3995, 1191, 256, 679, 3157, 1096, 328, 402, 1058, 88, 3774, 375, 2354, 2312, 4950, 115, 680, 282, 500, 4277, 208, 756, 409, 404, 4742, 2322, 270, 264, 310, 527, 483, 3316, 482, 33, 521, 595, 2282, 2278, 916, 2334, 178, 421, 222, 510, 308, 4403, 2367, 241, 507, 594, 86, 251, 2265, 3108, 371, 3277, 3824, 4396, 312, 3751, 3985, 422, 311]"
250,250,"[253, 528, 353, 276, 255, 2250]"
251,251,"[253, 249, 3469, 270, 322, 4505, 506, 101, 4275, 482, 507, 612, 2207, 4951, 2367, 244, 391]"
252,252,"[253, 432, 609, 289, 270, 2289, 511]"
